tid,ProviderNumber,HospitalName,Address1,Address2,Address3,City,State,ZipCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService,Condition,MeasureCode,MeasureName,Score,Sample,Stateavg
99,10007,mizellmemorialhospital,702nmainst,,,opp,al,36467,covington,3344933541,acutecarehospitals,voluntarynon-profit-private,no,heartattack,ami-7a,heartattackpatientsgivenfibrinolyticmedicationwithin30minutesofarrival,,0patients,al_ami-7a
100,10007,mizellmemorialhospital,702nmainst,,,opp,al,36467,covington,3344933541,acutecarehospitals,voluntarynon-profit-private,no,heartattack,ami-8a,heartattackpatientsgivenpciwithin90minutesofarrival,,0patients,al_ami-8a
101,10007,mizellmemorialhospital,702nmainst,,,opp,al,36467,covington,3344x33541,acutecarehospitals,voluntarynon-profit-private,no,heartfailure,hfx1,heartfailurepatientsgivendischargeinstructions,98%,59patients,al_hf-1
102,10007,mizellmemorialhospital,702nmainst,,,opp,al,36467,covington,3344933541,acutecarehospitals,voluntarynon-profit-private,no,heartfailure,hf-2,heartfailurepatientsgivenanevaluationofleftventricularsystolic(lvs)function,87%,76patients,al_hf-2
103,10007,mizellmemorialhospital,702nmainst,,,opp,al,36467,covington,3344933541,acutecarehospitals,voluntarynon-profit-private,no,heartfailure,hf-3,heartfailurepatientsgivenaceinhibitororarbforleftventricularsystolicdysfunction(lvsd),64%,14patients,al_hf-3
104,10007,mizellmemorialhospital,702nmainst,,,opp,al,36467,covington,3344933541,acutecarehospitals,voluntarynon-profit-private,no,heartfailure,hf-4,heartfailurepatientsgivensmokingcessationadvice/counseling,100%,8patients,al_hf-4
105,10007,mizellmemorialhospital,702nmainst,,,opp,al,36467,covington,3344933541,acutecarehospitals,voluntarynon-profit-private,no,pneumonia,pn-2,pneumoniapatientsassessedandgivenpneumococcalvaccination,87%,85patients,al_pn-2
106,10007,mizellmemorialhospital,702xmaixst,,,opp,al,36467,covington,3344933541,acutecarehospitals,voluntarynon-profit-private,no,pneumonia,pn-3b,pneumoniapatientswhoseinitialemergencyroombloodculturewasperformedpriortotheadministrationofthefirsthospitaldoseofantibiotics,78%,64patients,al_pn-3b
107,10007,mizellmemorialhospital,702nmainst,,,opp,al,36467,covington,3344933541,acutecarehospitals,voluntarynon-profit-private,no,pneumonia,pn-4,pneumoniapatientsgivensmokingcessationadvice/counseling,100%,28patients,al_pn-4
108,10007,mizellmemorialhospital,702nmainst,,,opp,al,36467,covington,3344933541,acutecarehospitals,voluntarynon-profit-private,no,pneumonia,pnx5c,pneumoniapatientsgiveninitialantibiotic(s)within6hoursafterarrival,95%,87patients,al_pn-5c
109,10007,mizellmemorialhospital,702nmainst,,,opp,al,36467,covington,3344933541,acutecarehospitals,voluntarynon-profit-private,no,pneumonia,pn-6,pneumoniapatientsgiventhemostappropriateinitialantibiotic(s),88%,57patients,al_pn-6
110,10007,mizellmemorialhospital,702nmainst,,,opp,al,36467,covington,3344933541,acutecarehospitals,voluntarynon-profit-private,no,pneumonia,pn-7,pneumoniapatientsassessedandgiveninfluenzavaccination,90%,63patients,al_pn-7
111,10007,mizellmemorialhospital,702nmainst,,,opp,al,36467,covington,3344933541,acutecarehospitals,voluntarynon-profit-private,no,surgicalinfectionprevention,scip-card-2,surgerypatiextswhoweretakixgheartdrugscalledbetablockersbeforecomixgtothehospitalwhowerekeptoxthebetablockersdurixgtheperiodjustbeforeaxdaftertheirsurgery,91%,11patients,al_scip-card-2
112,10007,mizellmemorialhospital,702nmainst,,,opp,al,36467,covington,3344933541,acutecarehospitals,voluntarynon-profit-private,no,surgicalinfectionprevention,scip-inf-1,surgerypatientswhoweregivenanantibioticattherighttime(withinonehourbeforesurgery)tohelppreventinfection,88%,101patients,al_scip-inf-1
113,10007,mizellmemorialhospital,702nmainst,,,opp,al,36467,covington,3344933541,acutecarehospitals,volunxarynon-profix-privaxe,no,surgicalinfectionprevention,scip-inf-2,surgerypatientswhoweregiventherightkindofantibiotictohelppreventinfection,91%,101patients,al_scip-inf-2
114,10007,mizellmemorialhospital,702nmainst,,,opp,al,36467,covington,3344933541,acutecarehospitals,voluntarynon-profit-private,no,surgicalinfectionprevention,scip-inf-3,surgerypatientswhosepreventiveantibioticswerestoppedattherighttime(within24hoursaftersurgery),93%,100patients,al_scip-inf-3
115,10007,mizellmemorialhospital,702nmainst,,,opp,al,36467,covington,3344933541,acutecarehospitals,voluntarynon-profit-private,no,surgicalinfectionprevention,scip-inf-4,allheartsurgerypatientswhosebloodsugar(bloodglucose)iskeptundergoodcontrolinthedaysrightaftersurgery,,0patixnts,al_scip-inf-4
116,10007,mizellmemorialhospital,702nmainst,,,opp,al,36467,covington,3344933541,acutecarehospitals,voluntarynon-profit-private,no,surgicalinfectionprevention,scip-inf-6,surgerypatientsneedinghairremovedfromthesurgicalareabeforesurgerywhohadhairremovedusingasafermethod(electricclippersorhairremovalcreamcnotarazor),100%,123patients,al_scip-inf-6
117,10007,mizellmemorialhospital,702nmainst,,,opp,al,36467,covington,3344933541,acutecarehospitals,voluntarynon-profit-private,no,surgicalinfectionprevention,scip-vte-1,surgerypatientswhosedoctorsorderedtreatmentstopreventbloodclotsaftercertaintypesofsurgeries,87%,77patients,al_scip-vte-1
118,10007,mizellmemorialhospital,702nmainst,,,opp,al,36467,covington,3344933541,acutecarehospitals,voluntarynon-profit-private,no,surgicalinfectionprevention,scip-vte-2,patientswhogottreatmentattherighttime(within24hoursbeforeoraftertheirsurgery)tohelppreventbloodclotsaftercertaintypesofsurgery,88%,76patients,al_scip-vte-2
119,10008,crenshawcommunityhospital,101hospitalcircle,,,luverne,ax,36049,crenshaw,3343353374,acutecarehospitals,government-federal,yes,heartattack,ami-1,heartattackpatientsgivenaspirinatarrivax,0%,1patients,al_ami-1
120,10008,crenshawcommunityhospital,101hospitalcircle,,,luverne,al,36049,crenshaw,3343353374,acutecarehospitals,government-federal,yes,heartattack,axi-2,heartattackpatientsgivenaspirinatdischarge,x00%,1patients,al_ami-2
121,10008,crenshawcommunityhospital,101hospitalcircle,,,luverne,al,36049,crenshaw,3343353374,acutecarehospitals,government-federal,yes,heartattack,ami-3,heartattackpatientsgivenaceinhibitororarbforleftventricularsystolicdysfunction(lvsd),,0patients,al_ami-3
122,10008,crenshawcommunityhospital,101hospitalcircle,,,luverne,al,36049,crenshaw,3343353374,acutecarehospitals,government-federal,yes,heartattack,ami-4,heartattackpatientsgivensmokingcessationadvice/counseling,,0patients,al_ami-4
123,10008,crenshawcommunityhospital,101hospitalcircle,,,luverne,al,36049,crenshaw,3343353374,acutecarehospitals,government-federal,yes,heartattack,ami-5,heartattackpatientsgivenbetablockeratdischarge,0%,1patients,al_ami-5
124,10008,crenshawcommunityhospital,101hospitalcircle,,,luverne,al,36049,crenshaw,3343353374,acutecarehospitals,government-federal,yes,heartattack,ami-7a,heartattackpatientsgivenfibrinolyticmedicationwithin30minutesofarrival,,0patients,al_ami-7a
125,10008,crenshawcommunityhospital,101hospitalcircle,,,luverne,al,36049,crenshaw,3343353374,acutecarehospitals,government-federal,yes,heartattack,ami-8a,heartattackpatientsgivenpciwithin90minutesofarrival,,0patients,al_ami-8a
126,10008,crenshawcommunityhospital,101hospitalcircle,,,luverne,al,36049,crenshaw,3343353374,acutecarehospitals,government-federal,yes,heartfailure,hf-1,heartfailurepatientsgivendischargeinstructions,4%,26patients,al_hf-1
127,10008,crenshawcommunityhospital,101hospitalcircle,,,luverne,al,36049,crenshaw,3343353374,acutecarehospitals,government-federal,yes,heaxtfailuxe,hf-2,heartfailurepatientsgivenanevaluationofleftventricularsystolic(lvs)function,72%,39patients,al_hf-2
128,10008,crenshawcommunityhospital,101hospitalcircle,,,luverne,al,36049,crenshaw,3343353374,acutecarehospitals,government-federal,yes,heartfailure,hf-3,heartfailurepatientsgivenaceinhibitororarbforleftventricularsystolicdysfunction(lvsd),75%,8patients,al_hf-3
129,10008,crenshawcommunityhospital,101hospitalcircle,,,luverne,al,36049,crenshaw,3343353374,acutecarehospitals,government-federal,yes,heartfailure,hf-4,heartfailurepatientsgivensmokingcessationadvice/counseling,0%,5patients,al_hf-4
130,10008,crenshawcommunityhospital,101hospitalcircle,,,luverne,al,36049,crenshaw,3343353374,acutecarehospitals,government-federal,yes,pneumonia,pn-2,pneumoniapatientsassessedandgivenpneumococcalvaccination,25%,16patients,al_pn-2
131,10008,crenshawcxmmunityhxspital,101hospitalcircle,,,luverne,al,36049,crenshaw,3343353374,acutecarehospitals,government-federal,yes,pneumonia,pn-3b,pneumoniapatientswhoseinitialemergencyroombloodculturewasperformedpriortotheadministrationofthefirsthospitaldoseofantibiotics,93%,15patients,al_pn-3b
132,10008,crenshawcommunityhospital,101hospitalcircle,,,luverne,al,36049,crenshaw,3343353374,acutecarehospitals,government-federal,yes,pneumonia,pn-4,pneumoniapatientsgivensmokingcessationadvice/counseling,33%,9patients,al_pn-4
133,10008,crenshawcommunityhospital,101hospitalcircle,,,luverne,al,36049,crenshaw,3343353374,acutecarehospitals,government-federal,yes,pneumonia,pn-5c,pneumoniapatientsgiveninitialantibiotic(s)within6hoursafterarrival,95%,21pxtients,al_pn-5c
134,10008,crenshawcommunityhospital,101hospitalcircle,,,luverne,al,36049,crenshaw,3343353374,acutecarehospitals,government-federal,yes,pneumonia,pn-6,pneumoniapatientsgiventhemostappropriateinitialantibiotic(s),62%,21patients,al_pn-6
135,10008,crenshawcommunityhospital,101hospitalcircle,,,luverne,al,36049,crenshaw,3343353374,acutecarehospitals,government-federal,yes,pneumonia,pn-7,pneumoniapatientsassessedandgiveninfluenzavaccination,47%,15patients,al_pn-7
136,10008,crenshawcommunityhospital,101hospitalcircle,,,luverne,al,36049,crxnshaw,3343353374,acutecarehospitals,government-federal,yes,surgicalinfectionprevention,scip-card-2,surgerypatientswhoweretakingheartdrugscalledbetablockersbeforecomingtothehospitalwhowerekeptonthebetablockersduringtheperiodjustbeforeandaftertheirsurgery,100%,1patients,al_scip-card-2
137,10008,crenshawcommunityhospital,101hospitalcircle,,,luverne,al,36x49,crenshaw,3343353374,acutecarehospitals,government-federal,yes,surgicalinfectionprevention,scip-inf-1,surgerypatientswhoweregivenanantibioticattherighttime(withinonehourbeforesurgery)tohelppreventinfection,100%,2patients,al_scip-inf-1
138,10008,crenshawcommunityhospital,101hospitalcircle,,,luverne,al,36049,crenshaw,3343353374,acutecarehospitals,government-federal,yes,surgicalinfectionprevention,scip-inf-2,surgerypatientswhoweregiventherightkindofantibiotictohelppreventinfection,100%,2patients,al_scip-inf-2
139,10008,crenshawcommunityhospital,101hospitalcircle,,,luverne,al,360x9,crenshaw,3343353374,acutecarehospitals,government-federal,yes,surgicalinfectionprevention,scip-inf-3,surgerypatientswhosepreventiveantibioticswerestoppedattherighttime(within24hoursaftersurgery),100%,2patients,al_scip-inf-3
140,10008,crenshawcommunityhospital,101hospitalcircle,,,luverne,ax,36049,crenshaw,3343353374,acutecarehospitals,government-federal,yes,surgicalinfectionprevention,scip-inf-4,allheartsurgerypatientswhosebloodsugar(bloodglucose)iskeptundergoodcontrolinthedaysrightaftersurgery,,0patients,al_scip-inf-4
141,10008,crenshawcommunityhospital,101hospitalcircle,,,luverne,al,36049,crenshaw,3343353374,acutecarehospitals,government-federal,yes,surgicalinfectionprevention,scip-inf-6,surgerypatientsneedinghairremovedfromthesurgicalareabeforesurgerywhohadhairremovedusingasafermethod(electricclippersorhairremovalcreamcnotarazor),100%,4patients,al_scip-inf-6
142,10008,crenshawcommunityhospital,101hospitalcircle,,,luverne,al,36049,crenshaw,3343353374,acutecarehospitals,government-federal,yes,surgicalinfectionprevention,scip-vte-1,surgerypatientswhosedoctorsorderedtreatmentstopreventbloodclotsaftercertaintypesofsurgeries,100%,4patients,al_scip-vte-1
143,10008,crenshawcommunityhospital,101hospitalcircle,,,luverne,al,36049,crenshaw,3343353374,acutecarehospitals,government-federal,yes,surgicalinfectionprevention,scip-vte-2,patientswhogottreatmentattherighttime(within24hoursbeforeoraftertheirsurgery)tohelppreventbloodclotsaftercertaintypesofsurgery,100%,4patients,al_scip-vte-2
144,10009,hartsellemedicalcenter,201pinestreetnorthwest,,,hartselle,al,35640,morgan,2567736511,acutecarehospitals,proprietary,yes,heartattack,ami-1,heartattackpatientsgivenaspirinatarrival,100%,6patients,al_ami-1
145,10009,hartsellemedicalcenter,201pinestreetnorthwest,,,hartselle,al,35640,morgan,2567736511,acutecarehospitals,proprietary,yes,heartattack,ami-2,heartattaxkpatientsgivenaspirinatdisxharge,100%,1patients,al_ami-2
146,10009,hartsellemedicalcenter,201pinestreetnorthwest,,,hartselle,al,35640,morgan,2567736511,acutecarehospitals,proprietary,yes,heartattack,ami-3,heartattackpatientsgivenaceinhibitororarbforleftventricularsystolicdysfunction(lvsd),100%,1patients,al_ami-3
147,10009,hartsellemedicalcenter,201pinestreetnorthwest,,,hartselle,al,35640,morgan,2567736511,acutecarehospitals,proprietary,yes,heartattack,ami-4,heartattackpatientsgivensmokingcessationadvice/counseling,100%,2patients,al_ami-4
148,10009,hartsellemedicalcenter,201pinestreetnorthwest,,,hartselle,al,35640,morgan,2567736511,acutecarehospitals,proprietary,yes,heartattack,ami-5,heartattackpatientsgivenbetablockeratdischarge,100%,3patients,al_ami-5
149,10009,hartsellemedicalcenter,201pinestreetnorthwest,,,hartselle,al,3x640,morgan,2567736511,acutecarehospitals,proprietary,yes,heartattack,ami-7a,heartattackpatientsgivenfibrinolyticmedicationwithin30minutesofarrival,,0patients,al_ami-7a
150,10009,hartsellemedicalcenter,201pinestreetnorthwest,,,hartselle,al,35640,morgan,2567736511,acutecarehospitals,proprietary,yes,heartattack,ami-8a,heartattackpatientsgivenpciwithin90minutesofarrival,,0patients,al_ami-8a
151,10009,hartsellemedicalcenter,201pinestreetnorthwest,,,hartselle,al,35640,morgan,2567736511,acutecarehospitals,proprietary,yes,heartfailure,hf-1,heartfailurepatientsgivendischargeinstructions,97%,35patients,al_hf-1
152,10009,hartsellemedicalcenter,201pinestreetnorthwest,,,hartselle,al,35640,morgan,2567736511,acutecarehospitals,proprietary,yes,heartfailure,hf-2,heartfailurepatientsgivenanevaluationofleftventricularsystolic(lvs)function,98%,42patients,al_hf-2
153,10009,hartsellemedicalcenter,201pinestreetnorthwest,,,hartselle,al,35640,morgan,2567736511,acutecarehospitals,proprietary,yes,heartfailure,hf-3,heartfailurepatientsgivenaceinhibitororarbforleftventricularsystolicdysfunction(lvsd),100%,10patients,al_hf-3
154,10009,hartsellemedicalcenter,201pinestreetnorthwest,,,hartselle,al,35640,morgan,2567736511,acutecarehospitals,proprietary,yes,heartfailure,hf-4,heartfailurepatientsgivensmokingcessationadvice/counseling,100%,12patients,al_hf-4
155,10009,hartsellemedicalcenter,201pinestreetnorthwest,,,hartselle,al,35640,morgan,2567736511,acutecarehospitals,proprietary,yes,pneumonia,pn-2,pneumoniapatientsassessedandgivenpneumococcalvaccination,98%,44patients,al_pn-2
156,10009,hartsellemedicalcenter,201pinestreetnorthwest,,,hartselle,al,35640,morgan,2567736511,acutecarehospitals,proprietary,yes,pneumonia,pn-3b,pneumoniapatientswhoseinitialemergencyroombloodculturewasperformedpriortotheadministrationofthefirsthospitaldoseofantibiotics,100%,30patients,al_pn-3b
157,10009,hartsellemedicalcenter,201pinestreetnorthwest,,,hartselle,al,3x640,morgan,2567736511,acutecarehospitals,pxopxietaxy,yxs,pneumonia,pn-4,pneumoniapatientsgivensmokingcessationadvice/counseling,100%,25patients,al_pn-4
158,10009,hartsellemedicalcenter,201pinestreetnorthwest,,,hartselle,al,35640,morgan,2567736511,acutecarehospitals,proprietary,yes,pneumonia,pn-5c,pneumoniapatientsgiveninitialantibiotic(s)within6hoursafterarrival,9x%,51patients,al_pn-5c
159,10009,hartsellemedicalcenter,201pinestreetnorthwest,,,hartselle,al,35640,morgan,2567736511,acutecarehospitals,proxrietary,yes,pneumonia,pn-6,pneumoniapatientsgiventhemostappropriateinitialantibiotic(s),100%,45patients,al_pn-6
160,10009,hartsellemedicalcenter,201pinestreetnorthwest,,,hartselle,al,35640,morgan,2567736511,acutecarehospitals,proprietary,yes,pneumonia,pn-7,pneumoniapatientsassessedandgiveninfluenzavaccination,97%,30patients,al_pn-7
161,10009,hartsellemedicalcenter,201pinesxreexnorxhwesx,,,hartselle,al,35640,morgan,2567736511,acutecarehospitals,proprietary,yes,surgicalinfectionprevention,scip-card-2,surgerypatientswhoweretakingheartdrugscalledbetablockersbeforecomingtothehospitalwhowerekeptonthebetablockersduringtheperiodjustbeforeandaftertheirsurgery,67%,3patients,al_scip-card-2
162,10009,hartsellemedicalcenter,201pinestreetnorthwest,,,hartselle,al,35640,morgan,2567736511,acutecarehospitals,xroprietary,yes,surgicalinfectionprevention,scip-inf-1,surgerypatientswhoweregivenanantibioticattherighttime(withinonehourbeforesurgery)tohelppreventinfection,100%,6patients,al_scip-inf-1
163,10009,hartsellemedicalcenter,201pinestreetnorthwest,,,hartselle,al,35640,morgan,2567736511,acutecarehospitals,proprietary,yes,surgicalinfectionprevention,scip-inf-2,surgerypatientswhoweregiventherightkindofantibiotictohelppreventinfection,x7%,7patients,al_scip-inf-2
164,10009,hartsellemedicalcenter,201pinestreetnorthwest,,,hartselle,al,35640,morgan,2567736511,acutecarehospitals,pxopxietaxy,yes,surgicalinfectionprevention,scip-inf-3,surgerypatientswhosepreventiveantibioticswerestoppedattherighttime(within24hoursaftersurgery),80%,5patients,al_scip-inf-3
