index,attribute,correct_val
131,beer-name,Porter (a/k/a Black Gold Porter)
131,style,American Porter
131,ounces,16
131,abv,0.06
131,ibu,23
131,brewery_id,69
131,brewery-name,Appalachian Mountain Brewery
131,city,Boone
131,state,NC
132,id,413
132,beer-name,Sky High Rye
132,style,American Pale Ale (APA)
132,ounces,12
132,abv,0.06
132,ibu,55
132,brewery_id,541
132,brewery-name,Arcadia Brewing Company
132,city,Battle Creek
132,state,MI
133,id,390
133,beer-name,Whitsun
133,style,American Pale Wheat Ale
133,ounces,12
133,abv,0.062
133,ibu,17
133,brewery_id,541
133,brewery-name,Arcadia Brewing Company
133,city,Battle Creek
133,state,MI
134,id,735
134,beer-name,On-On Ale (2008)
134,style,American Pale Ale (APA)
134,ounces,12
134,abv,0.052
134,ibu,""
134,brewery_id,513
134,brewery-name,Arctic Craft Brewery
134,city,Colorado Springs
134,state,CO
135,id,1333
135,beer-name,Quakertown Stout
135,style,American Double / Imperial Stout
135,ounces,12
135,abv,0.092
135,ibu,50
135,brewery_id,426
135,brewery-name,Armadillo Ale Works
135,city,Denton
135,state,TX
136,id,1332
136,beer-name,Greenbelt Farmhouse Ale
136,style,Saison / Farmhouse Ale
136,ounces,12
136,abv,0.051
136,ibu,20
136,brewery_id,426
136,brewery-name,Armadillo Ale Works
136,city,Denton
136,state,TX
137,id,1172
137,beer-name,Mo's Gose
137,style,Gose
137,ounces,16
137,abv,0.052
137,ibu,10
137,brewery_id,461
137,brewery-name,Armstrong Brewing Company
137,city,South San Francisco
137,state,CA
138,id,1322
138,beer-name,Green Bullet Organic India Pale Ale
138,style,American IPA
138,ounces,16
138,abv,0.07
138,ibu,45
138,brewery_id,429
138,brewery-name,Asher Brewing Company
138,city,Boulder
138,state,CO
139,id,550
139,beer-name,Rocket Girl
139,style,Kölsch
139,ounces,12
139,abv,0.032
139,ibu,27
139,brewery_id,528
139,brewery-name,Asheville Brewing Company
139,city,Asheville
139,state,NC
140,id,429
140,beer-name,Ninja Porter
140,style,American Porter
140,ounces,12
140,abv,0.053
140,ibu,26
140,brewery_id,528
140,brewery-name,Asheville Brewing Company
140,city,Asheville
140,state,NC
141,id,428
141,beer-name,Shiva IPA
141,style,American IPA
141,ounces,12
141,abv,0.06
141,ibu,69
141,brewery_id,528
141,brewery-name,Asheville Brewing Company
141,city,Asheville
141,state,NC
142,id,1640
142,beer-name,Aslan Kölsch
142,style,Kölsch
142,ounces,16
142,abv,0.048
142,ibu,""
142,brewery_id,353
142,brewery-name,Aslan Brewing Company
142,city,Bellingham
142,state,WA
143,id,1639
143,beer-name,Aslan IPA
143,style,American IPA
143,ounces,16
143,abv,0.077
143,ibu,""
143,brewery_id,353
143,brewery-name,Aslan Brewing Company
143,city,Bellingham
143,state,WA
144,id,1638
144,beer-name,Aslan Amber
144,style,American Amber / Red Ale
144,ounces,16
144,abv,0.077
144,ibu,""
144,brewery_id,353
144,brewery-name,Aslan Brewing Company
144,city,Bellingham
144,state,WA
145,id,597
145,beer-name,This Season's Blonde
145,style,American Blonde Ale
145,ounces,12
145,abv,0.056
145,ibu,27
145,brewery_id,523
145,brewery-name,Aspen Brewing Company
145,city,Aspen
145,state,CO
146,id,596
146,beer-name,Independence Pass Ale
146,style,American IPA
146,ounces,12
146,abv,0.07
146,ibu,67
146,brewery_id,523
146,brewery-name,Aspen Brewing Company
146,city,Aspen
146,state,CO
147,id,1580
147,beer-name,Trolley Stop Stout
147,style,American Stout
147,ounces,12
147,abv,0.057
147,ibu,40
147,brewery_id,374
147,brewery-name,Astoria Brewing Company
147,city,Astoria
147,state,OR
148,id,980
148,beer-name,Bitter Bitch Imperial IPA
148,style,American Double / Imperial IPA
148,ounces,12
148,abv,0.082
148,ibu,138
148,brewery_id,374
148,brewery-name,Astoria Brewing Company
148,city,Astoria
148,state,OR
149,id,979
149,beer-name,Poop Deck Porter
149,style,American Porter
149,ounces,12
149,abv,0.062
149,ibu,35
149,brewery_id,374
149,brewery-name,Astoria Brewing Company
149,city,Astoria
149,state,OR
150,id,978
150,beer-name,Old Red Beard Amber Ale
150,style,American Amber / Red Ale
150,ounces,12
150,abv,0.06
150,ibu,35
150,brewery_id,374
150,brewery-name,Astoria Brewing Company
150,city,Astoria
150,state,OR
151,id,2503
151,beer-name,Hop A-Peel
151,style,American Double / Imperial IPA
151,ounces,16
151,abv,0.075
151,ibu,115
151,brewery_id,72
151,brewery-name,Atwater Brewery
151,city,Detroit
151,state,MI
152,id,2502
152,beer-name,Vanilla Java Porter
152,style,American Porter
152,ounces,16
152,abv,0.055
152,ibu,12
152,brewery_id,72
152,brewery-name,Atwater Brewery
152,city,Detroit
152,state,MI
153,id,2495
153,beer-name,Michelada
153,style,Fruit / Vegetable Beer
153,ounces,16
153,abv,0.052
153,ibu,""
153,brewery_id,72
153,brewery-name,Atwater Brewery
153,city,Detroit
153,state,MI
154,id,534
154,beer-name,Dirty Blonde Ale
154,style,American Blonde Ale
154,ounces,12
154,abv,0.045
154,ibu,8
154,brewery_id,72
154,brewery-name,Atwater Brewery
154,city,Detroit
154,state,MI
155,id,528
155,beer-name,Grand Circus IPA
155,style,American IPA
155,ounces,12
155,abv,0.05
155,ibu,62
155,brewery_id,72
155,brewery-name,Atwater Brewery
155,city,Detroit
155,state,MI
156,id,527
156,beer-name,Atwater's Lager
156,style,Munich Helles Lager
156,ounces,12
156,abv,0.05
156,ibu,12
156,brewery_id,72
156,brewery-name,Atwater Brewery
156,city,Detroit
156,state,MI
157,id,1409
157,beer-name,Heavy Machinery IPA Series #1: Heavy Fist
157,style,American Black Ale
157,ounces,16
157,abv,0.07
157,ibu,""
157,brewery_id,413
157,brewery-name,Austin Beerworks
157,city,Austin
157,state,TX
158,id,343
158,beer-name,Fire Eagle IPA
158,style,American IPA
158,ounces,12
158,abv,0.062
158,ibu,""
158,brewery_id,413
158,brewery-name,Austin Beerworks
158,city,Austin
158,state,TX
159,id,342
159,beer-name,Peacemaker
159,style,American Pale Ale (APA)
159,ounces,12
159,abv,0.051
159,ibu,""
159,brewery_id,413
159,brewery-name,Austin Beerworks
159,city,Austin
159,state,TX
160,id,341
160,beer-name,Pearl-Snap
160,style,German Pilsener
160,ounces,12
160,abv,0.053
160,ibu,""
160,brewery_id,413
160,brewery-name,Austin Beerworks
160,city,Austin
160,state,TX
161,id,340
161,beer-name,Black Thunder
161,style,Schwarzbier
161,ounces,12
161,abv,0.052
161,ibu,""
161,brewery_id,413
161,brewery-name,Austin Beerworks
161,city,Austin
161,state,TX
162,id,2589
162,beer-name,Raja
162,style,American Double / Imperial IPA
162,ounces,12
162,abv,0.08
162,ibu,""
162,brewery_id,37
162,brewery-name,Avery Brewing Company
162,city,Boulder
162,state,CO
163,id,2546
163,beer-name,Perzik Saison
163,style,Saison / Farmhouse Ale
163,ounces,12
163,abv,0.064
163,ibu,""
163,brewery_id,37
163,brewery-name,Avery Brewing Company
163,city,Boulder
163,state,CO
164,id,146
164,beer-name,Avery Joe’s Premium American Pilsner
164,style,German Pilsener
164,ounces,12
164,abv,0.047
164,ibu,42
164,brewery_id,37
164,brewery-name,Avery Brewing Company
164,city,Boulder
164,state,CO
165,id,108
165,beer-name,White Rascal
165,style,Witbier
165,ounces,12
165,abv,0.056
165,ibu,10
165,brewery_id,37
165,brewery-name,Avery Brewing Company
165,city,Boulder
165,state,CO
166,id,107
166,beer-name,Avery India Pale Ale
166,style,American IPA
166,ounces,12
166,abv,0.063
166,ibu,69
166,brewery_id,37
166,brewery-name,Avery Brewing Company
166,city,Boulder
166,state,CO
167,id,106
167,beer-name,Ellie’s Brown Ale
167,style,American Brown Ale
167,ounces,12
167,abv,0.055
167,ibu,17
167,brewery_id,37
167,brewery-name,Avery Brewing Company
167,city,Boulder
167,state,CO
168,id,1620
168,beer-name,Pumpkin Beast
168,style,Pumpkin Ale
168,ounces,12
168,abv,0.062
168,ibu,17
168,brewery_id,360
168,brewery-name,Aviator Brewing Company
168,city,Fuquay-Varina
168,state,NC
169,id,1579
169,beer-name,OktoberBeast
169,style,Märzen / Oktoberfest
169,ounces,12
169,abv,0.072
169,ibu,22
169,brewery_id,360
169,brewery-name,Aviator Brewing Company
169,city,Fuquay-Varina
169,state,NC
170,id,1228
170,beer-name,Mad Beach
170,style,American Pale Wheat Ale
170,ounces,12
170,abv,0.048
170,ibu,23
170,brewery_id,360
170,brewery-name,Aviator Brewing Company
170,city,Fuquay-Varina
170,state,NC
171,id,705
171,beer-name,Hog Wild India Pale Ale
171,style,American IPA
171,ounces,12
171,abv,0.067
171,ibu,""
171,brewery_id,360
171,brewery-name,Aviator Brewing Company
171,city,Fuquay-Varina
171,state,NC
172,id,704
172,beer-name,Devils Tramping Ground Tripel
172,style,Tripel
172,ounces,12
172,abv,0.092
172,ibu,5
172,brewery_id,360
172,brewery-name,Aviator Brewing Company
172,city,Fuquay-Varina
172,state,NC
173,id,702
173,beer-name,Hot Rod Red
173,style,American Amber / Red Ale
173,ounces,12
173,abv,0.061
173,ibu,41
173,brewery_id,360
173,brewery-name,Aviator Brewing Company
173,city,Fuquay-Varina
173,state,NC
174,id,2058
174,beer-name,Palate Mallet
174,style,American Double / Imperial IPA
174,ounces,12
174,abv,0.086
174,ibu,""
174,brewery_id,235
174,brewery-name,Back East Brewing Company
174,city,Bloomfield
174,state,CT
175,id,1483
175,beer-name,Back East Porter
175,style,American Porter
175,ounces,12
175,abv,0.06
175,ibu,""
175,brewery_id,235
175,brewery-name,Back East Brewing Company
175,city,Bloomfield
175,state,CT
176,id,1426
176,beer-name,Back East Golden Ale
176,style,American Blonde Ale
176,ounces,12
176,abv,0.049
176,ibu,""
176,brewery_id,235
176,brewery-name,Back East Brewing Company
176,city,Bloomfield
176,state,CT
177,id,1132
177,beer-name,Misty Mountain IPA
177,style,American IPA
177,ounces,12
177,abv,0.07
177,ibu,""
177,brewery_id,235
177,brewery-name,Back East Brewing Company
177,city,Bloomfield
177,state,CT
178,id,1131
178,beer-name,Back East Ale
178,style,American Amber / Red Ale
178,ounces,12
178,abv,0.05
178,ibu,""
178,brewery_id,235
178,brewery-name,Back East Brewing Company
178,city,Bloomfield
178,state,CT
179,id,1876
179,beer-name,Truck Stop Honey Brown Ale
179,style,English Brown Ale
179,ounces,12
179,abv,0.06
179,ibu,""
179,brewery_id,286
179,brewery-name,Back Forty Beer Company
179,city,Gadsden
179,state,AL
180,id,1875
180,beer-name,Naked Pig Pale Ale
180,style,American Pale Ale (APA)
180,ounces,12
180,abv,0.06
180,ibu,43
180,brewery_id,286
180,brewery-name,Back Forty Beer Company
180,city,Gadsden
180,state,AL
181,id,966
181,beer-name,Topcutter India Pale Ale
181,style,American IPA
181,ounces,12
181,abv,0.068
181,ibu,70
181,brewery_id,483
181,brewery-name,Bale Breaker Brewing Company
181,city,Yakima
181,state,WA
182,id,965
182,beer-name,Field 41 Pale Ale
182,style,American Pale Ale (APA)
182,ounces,12
182,abv,0.044
182,ibu,38
182,brewery_id,483
182,brewery-name,Bale Breaker Brewing Company
182,city,Yakima
182,state,WA
183,id,2593
183,beer-name,Grapefruit Sculpin
183,style,American IPA
183,ounces,12
183,abv,0.07
183,ibu,""
183,brewery_id,34
183,brewery-name,Ballast Point Brewing Company
183,city,San Diego
183,state,CA
184,id,2105
184,beer-name,Even Keel
184,style,American IPA
184,ounces,12
184,abv,0.038
184,ibu,40
184,brewery_id,34
184,brewery-name,Ballast Point Brewing Company
184,city,San Diego
184,state,CA
185,id,1401
185,beer-name,Ballast Point Pale Ale
185,style,Kölsch
185,ounces,12
185,abv,0.052
185,ibu,23
185,brewery_id,34
185,brewery-name,Ballast Point Brewing Company
185,city,San Diego
185,state,CA
186,id,1400
186,beer-name,Big Eye India Pale Ale
186,style,American IPA
186,ounces,12
186,abv,0.07
186,ibu,75
186,brewery_id,34
186,brewery-name,Ballast Point Brewing Company
186,city,San Diego
186,state,CA
187,id,1019
187,beer-name,Longfin Lager
187,style,Munich Helles Lager
187,ounces,12
187,abv,0.046
187,ibu,""
187,brewery_id,34
187,brewery-name,Ballast Point Brewing Company
187,city,San Diego
187,state,CA
188,id,1018
188,beer-name,Sculpin IPA
188,style,American IPA
188,ounces,12
188,abv,0.07
188,ibu,70
188,brewery_id,34
188,brewery-name,Ballast Point Brewing Company
188,city,San Diego
188,state,CA
189,id,1776
189,beer-name,All Nighter Ale
189,style,Extra Special / Strong Bitter (ESB)
189,ounces,12
189,abv,0.045
189,ibu,""
189,brewery_id,318
189,brewery-name,Banner Beer Company
189,city,Williamsburg
189,state,MA
190,id,1644
190,beer-name,Banner American Rye
190,style,Rye Beer
190,ounces,12
190,abv,0.045
190,ibu,20
190,brewery_id,318
190,brewery-name,Banner Beer Company
190,city,Williamsburg
190,state,MA
191,id,1643
191,beer-name,Banner American Ale
191,style,American Amber / Red Ale
191,ounces,12
191,abv,0.035
191,ibu,45
191,brewery_id,318
191,brewery-name,Banner Beer Company
191,city,Williamsburg
191,state,MA
192,id,2618
192,beer-name,Thai.p.a
192,style,American IPA
192,ounces,16
192,abv,0.07
192,ibu,46
192,brewery_id,20
192,brewery-name,Bare Hands Brewery
192,city,Granger
192,state,IN
193,id,2005
193,beer-name,Barrio Blanco
193,style,American IPA
193,ounces,12
193,abv,0.06
193,ibu,60
193,brewery_id,251
193,brewery-name,Barrio Brewing Company
193,city,Tucson
193,state,AZ
194,id,1343
194,beer-name,Barrio Tucson Blonde
194,style,American Blonde Ale
194,ounces,12
194,abv,0.045
194,ibu,""
194,brewery_id,251
194,brewery-name,Barrio Brewing Company
194,city,Tucson
194,state,AZ
195,id,2404
195,beer-name,Hop in the ‘Pool Helles
195,style,American Pilsner
195,ounces,12
195,abv,0.049
195,ibu,22
195,brewery_id,116
195,brewery-name,Base Camp Brewing Co.
195,city,Portland
195,state,OR
196,id,2323
196,beer-name,Ultra Gnar Gnar IPA
196,style,American IPA
196,ounces,12
196,abv,0.067
196,ibu,60
196,brewery_id,116
196,brewery-name,Base Camp Brewing Co.
196,city,Portland
196,state,OR
197,id,2189
197,beer-name,In-Tents India Pale Lager
197,style,American Pale Lager
197,ounces,12
197,abv,0.068
197,ibu,62
197,brewery_id,116
197,brewery-name,Base Camp Brewing Co.
197,city,Portland
197,state,OR
198,id,2188
198,beer-name,Lost Meridian Wit
198,style,Witbier
198,ounces,12
198,abv,0.05
198,ibu,20
198,brewery_id,116
198,brewery-name,Base Camp Brewing Co.
198,city,Portland
198,state,OR
199,id,2187
199,beer-name,Celestial Meridian Cascadian Dark Lager
199,style,Euro Dark Lager
199,ounces,12
199,abv,0.051
199,ibu,45
199,brewery_id,116
199,brewery-name,Base Camp Brewing Co.
199,city,Portland
199,state,OR
200,id,1966
200,beer-name,Wagon Party
200,style,California Common / Steam Beer
200,ounces,12
200,abv,0.054
200,ibu,55
200,brewery_id,258
200,brewery-name,Bauhaus Brew Labs
200,city,Minneapolis
200,state,MN
201,id,1965
201,beer-name,Sky-Five
201,style,American IPA
201,ounces,12
201,abv,0.067
201,ibu,70
201,brewery_id,258
201,brewery-name,Bauhaus Brew Labs
201,city,Minneapolis
201,state,MN
202,id,1964
202,beer-name,Stargrazer
202,style,Schwarzbier
202,ounces,12
202,abv,0.05
202,ibu,28
202,brewery_id,258
202,brewery-name,Bauhaus Brew Labs
202,city,Minneapolis
202,state,MN
203,id,1963
203,beer-name,Wonderstuff
203,style,German Pilsener
203,ounces,12
203,abv,0.054
203,ibu,48
203,brewery_id,258
203,brewery-name,Bauhaus Brew Labs
203,city,Minneapolis
203,state,MN
204,id,1855
204,beer-name,Tarnation California-Style Lager
204,style,California Common / Steam Beer
204,ounces,12
204,abv,0.053
204,ibu,""
204,brewery_id,292
204,brewery-name,Baxter Brewing Company
204,city,Lewiston
204,state,ME
205,id,1778
205,beer-name,On the Count of 3 (2015)
205,style,Hefeweizen
205,ounces,16
205,abv,0.07
205,ibu,42
205,brewery_id,292
205,brewery-name,Baxter Brewing Company
205,city,Lewiston
205,state,ME
206,id,1209
206,beer-name,Summer Swelter
206,style,American Pale Wheat Ale
206,ounces,12
206,abv,0.047
206,ibu,""
206,brewery_id,292
206,brewery-name,Baxter Brewing Company
206,city,Lewiston
206,state,ME
207,id,954
207,beer-name,Phantom Punch Winter Stout
207,style,Foreign / Export Stout
207,ounces,12
207,abv,0.068
207,ibu,""
207,brewery_id,292
207,brewery-name,Baxter Brewing Company
207,city,Lewiston
207,state,ME
208,id,910
208,beer-name,Hayride Autumn Ale
208,style,Rye Beer
208,ounces,12
208,abv,0.066
208,ibu,""
208,brewery_id,292
208,brewery-name,Baxter Brewing Company
208,city,Lewiston
208,state,ME
209,id,707
209,beer-name,Celsius Summer Ale (2012)
209,style,American Pale Wheat Ale
209,ounces,12
209,abv,0.047
209,ibu,""
209,brewery_id,292
209,brewery-name,Baxter Brewing Company
209,city,Lewiston
209,state,ME
210,id,533
210,beer-name,Amber Road
210,style,American Amber / Red Ale
210,ounces,12
210,abv,0.055
210,ibu,35
210,brewery_id,292
210,brewery-name,Baxter Brewing Company
210,city,Lewiston
210,state,ME
211,id,183
211,beer-name,Pamola Xtra Pale Ale
211,style,American Pale Ale (APA)
211,ounces,12
211,abv,0.049
211,ibu,28
211,brewery_id,292
211,brewery-name,Baxter Brewing Company
211,city,Lewiston
211,state,ME
212,id,182
212,beer-name,Stowaway IPA
212,style,American IPA
212,ounces,12
212,abv,0.069
212,ibu,69
212,brewery_id,292
212,brewery-name,Baxter Brewing Company
212,city,Lewiston
212,state,ME
213,id,1806
213,beer-name,Hoptopus Double IPA
213,style,American Double / Imperial IPA
213,ounces,16
213,abv,0.088
213,ibu,108
213,brewery_id,306
213,brewery-name,Beach Brewing Company
213,city,Virginia Beach
213,state,VA
214,id,2435
214,beer-name,Watermelon Ale
214,style,Fruit / Vegetable Beer
214,ounces,12
214,abv,0.05
214,ibu,10
214,brewery_id,103
214,brewery-name,Beer Works Brewery
214,city,Lowell
214,state,MA
215,id,2423
215,beer-name,Fenway American Pale Ale
215,style,American Pale Ale (APA)
215,ounces,12
215,abv,0.058
215,ibu,45
215,brewery_id,103
215,brewery-name,Beer Works Brewery
215,city,Lowell
215,state,MA
216,id,2420
216,beer-name,Back Bay IPA
216,style,American IPA
216,ounces,12
216,abv,0.068
216,ibu,85
216,brewery_id,103
216,brewery-name,Beer Works Brewery
216,city,Lowell
216,state,MA
217,id,2419
217,beer-name,Bunker Hill Blueberry Ale
217,style,Other
217,ounces,12
217,abv,0.048
217,ibu,16
217,brewery_id,103
217,brewery-name,Beer Works Brewery
217,city,Lowell
217,state,MA
218,id,2494
218,beer-name,Oberon
218,style,American Pale Wheat Ale
218,ounces,12
218,abv,0.058
218,ibu,""
218,brewery_id,76
218,brewery-name,Bell's Brewery
218,city,Kalamazoo
218,state,MI
219,id,2325
219,beer-name,Smitten
219,style,Rye Beer
219,ounces,16
219,abv,0.06
219,ibu,""
219,brewery_id,76
219,brewery-name,Bell's Brewery
219,city,Kalamazoo
219,state,MI
220,id,2022
220,beer-name,Winter White
220,style,Witbier
220,ounces,16
220,abv,0.05
220,ibu,""
220,brewery_id,76
220,brewery-name,Bell's Brewery
220,city,Kalamazoo
220,state,MI
221,id,1989
221,beer-name,Oberon
221,style,American Pale Wheat Ale
221,ounces,16
221,abv,0.058
221,ibu,""
221,brewery_id,76
221,brewery-name,Bell's Brewery
221,city,Kalamazoo
221,state,MI
222,id,1988
222,beer-name,Two Hearted
222,style,American IPA
222,ounces,16
222,abv,0.07
222,ibu,""
222,brewery_id,76
222,brewery-name,Bell's Brewery
222,city,Kalamazoo
222,state,MI
223,id,1955
223,beer-name,Best Brown
223,style,American Brown Ale
223,ounces,16
223,abv,0.058
223,ibu,""
223,brewery_id,76
223,brewery-name,Bell's Brewery
223,city,Kalamazoo
223,state,MI
224,id,2558
224,beer-name,Moar
224,style,English India Pale Ale (IPA)
224,ounces,12
224,abv,0.044
224,ibu,44
224,brewery_id,53
224,brewery-name,Bent Brewstillery
224,city,Roseville
224,state,MN
225,id,2557
225,beer-name,Uber Lupin Schwarz IPA
225,style,American Double / Imperial IPA
225,ounces,16
225,abv,0.083
225,ibu,""
225,brewery_id,53
225,brewery-name,Bent Brewstillery
225,city,Roseville
225,state,MN
226,id,2556
226,beer-name,Nordic Blonde
226,style,American Blonde Ale
226,ounces,12
226,abv,0.057
226,ibu,27
226,brewery_id,53
226,brewery-name,Bent Brewstillery
226,city,Roseville
226,state,MN
227,id,2496
227,beer-name,Cold Press
227,style,American Black Ale
227,ounces,12
227,abv,0.06
227,ibu,""
227,brewery_id,75
227,brewery-name,Bent Paddle Brewing Company
227,city,Duluth
227,state,MN
228,id,2410
228,beer-name,Harness the Winter
228,style,American IPA
228,ounces,12
228,abv,0.072
228,ibu,87
228,brewery_id,75
228,brewery-name,Bent Paddle Brewing Company
228,city,Duluth
228,state,MN
229,id,1902
229,beer-name,14° ESB
229,style,Extra Special / Strong Bitter (ESB)
229,ounces,12
229,abv,0.056
229,ibu,32
229,brewery_id,75
229,brewery-name,Bent Paddle Brewing Company
229,city,Duluth
229,state,MN
230,id,1901
230,beer-name,Bent Hop Golden IPA
